Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 92,N[C@@H]1CCc2c(C1)c1cc(ccc1[nH]2)C(=O)N,C13H15N3O,229.28,17,9,0.31,1,2,3,66.53,84.9,1.34,0.74,1.08,0.97,1.88,1.2,-2.05,2.03,0.00884,Soluble,-2.1,1.81,0.007909999999999999,Soluble,-3.4,0.0913,0.000398,Soluble,High,No,Yes,Yes,No,No,No,No,-7.17,0,0,0,0,0,0.55,1,0,1,2.62
Molecule 93,O=C([C@@H](c1ccc(cc1)O)N)N[C@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)C,C16H17N3O5S,363.39,25,6,0.31,5,6,4,94.07,158.26,0.56,-2.06,-0.55,0.15,-0.33,-0.45,-0.64,82.7,0.228,Very soluble,-0.74,66.6,0.183,Very soluble,-1.73,6.77,0.0186,Soluble,Low,No,No,No,No,No,No,No,-9.98,0,1,1,1,2,0.55,0,0,1,4.4
Molecule 94,CCN(CCNc1ccc(c2c1c(=O)c1c(s2)cccc1)CO)CC,C20H24N2O2S,356.48,25,14,0.35,7,3,2,107.97,80.81,3.76,2.7,3.32,2.31,4.96,3.41,-3.7,0.0705,0.000198,Soluble,-4.05,0.0318,8.909999999999997e-05,Moderately soluble,-6.91,4.39e-05,1.23e-07,Poorly soluble,High,No,Yes,Yes,Yes,No,Yes,Yes,-6.56,0,0,0,0,0,0.55,0,1,1,3.04
Molecule 95,OC[C@H]1CO[C@@H](O1)[C@@H](I)C,C6H11IO3,258.05,10,0,1.0,2,3,1,45.14,38.69,1.92,0.79,0.54,0.43,1.41,1.02,-1.81,4.04,0.0156,Very soluble,-1.18,16.9,0.0655,Very soluble,-0.95,29.0,0.11199999999999999,Soluble,High,Yes,No,No,No,No,No,No,-7.31,0,0,0,0,0,0.55,0,2,0,4.04
Molecule 96,O=C1N(Cc2ccccc2)[C@@H]2[C@H](N1Cc1ccccc1)C[S@+]1[C@@H]2CCC1,C22H25N2OS,365.51,26,12,0.41,4,1,0,115.45,48.85,0.0,3.62,2.59,4.17,2.08,2.49,-4.46,0.0125,3.43e-05,Moderately soluble,-4.33,0.017,4.6399999999999996e-05,Moderately soluble,-5.87,0.000495,1.36e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.96,1,0,0,0,0,0.55,0,2,2,4.03
Molecule 97,Oc1ccc2c(c1)CC[C@H]1[C@@H]2CC[C@@]2([C@H]1C[C@@H]([C@@H]2O)O)C,C18H24O3,288.38,21,6,0.67,0,3,3,82.19,60.69,1.48,2.45,2.58,2.65,2.34,2.3,-3.38,0.11900000000000001,0.000414,Soluble,-3.37,0.124,0.00042800000000000016,Soluble,-2.94,0.33299999999999996,0.00115,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.32,0,0,0,0,0,0.55,0,0,0,3.74
Molecule 98,CC/C(=C(\c1ccc(cc1)OCCN(C)C)/c1ccc(cc1)O[C@@H]1O[C@@H](C(=O)O)[C@@H]([C@H]([C@@H]1O)O)O)/c1ccccc1,C32H37NO8,563.64,41,18,0.34,11,9,4,154.48,128.92,3.98,2.95,3.27,1.55,3.01,2.95,-4.79,0.0091,1.6100000000000002e-05,Moderately soluble,-5.32,0.0027,4.79e-06,Moderately soluble,-6.08,0.000463,8.22e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.64,1,3,1,0,0,0.55,0,1,2,5.71
Molecule 99,COc1ccc2c3c1O[C@@H]1[C@@]43CCN[C@H](C2)[C@@H]4CC[C@@H]1O,C17H21NO3,287.35,21,6,0.65,1,4,2,82.31,50.72,1.74,1.7,1.0,1.83,2.34,1.72,-2.84,0.41700000000000004,0.00145,Soluble,-2.38,1.2,0.0041600000000000005,Soluble,-3.56,0.0782,0.000272,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.85,0,0,0,0,0,0.55,0,0,0,4.56
Molecule 100,CC[C@H]([C@H]1O[C@@]2(C=C[C@H]([C@@]3(O2)CC[C@@](O3)(C)[C@H]2CC[C@]([C@@H](O2)C)(O)CC)O)[C@@H](C[C@@H]1C)C)C(=O)[C@H]([C@H]([C@@H]([C@@H]1O[C@H](CC[C@@H]1C)[C@H](C(=O)O)CC)C)O)C,C42H70O11,751.0,53,0,0.9,12,11,4,204.0,161.21,5.21,5.71,6.19,2.29,5.6,5.0,-7.3,3.75e-05,4.9900000000000003e-08,Poorly soluble,-8.86,1.03e-06,1.3699999999999998e-09,Poorly soluble,-4.5,0.0236,3.14e-05,Moderately soluble,Low,No,No,No,No,No,No,Yes,-6.83,2,4,2,2,4,0.11,0,1,3,9.77
Molecule 1,O[C@H](c1ccccc1)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)N2C,C16H21NO3,275.34,20,6,0.56,4,4,1,79.7,49.77,2.71,1.93,1.18,1.78,1.66,1.85,-2.72,0.523,0.0019,Soluble,-2.6,0.693,0.00252,Soluble,-2.53,0.813,0.00295,Soluble,High,Yes,No,No,No,No,Yes,No,-6.61,0,0,0,0,0,0.55,0,0,0,4.2
Molecule 2,O=C1O[C@@H]2[C@H]([C@@H]1[C@]1(O)C[C@@H]3[C@]4([C@@]1([C@@H]2OC4=O)C)O3)C(O)(C)C,C15H18O7,310.3,22,0,0.87,1,7,2,69.48,105.59,1.65,-0.82,-0.87,0.08,0.71,0.15,-1.18,20.4,0.0659,Very soluble,-0.92,37.5,0.121,Very soluble,-0.77,52.6,0.16899999999999998,Soluble,High,No,Yes,No,No,No,No,No,-8.78,0,1,0,0,0,0.55,0,2,0,4.99
Molecule 3,C[C@]1(O)CC[C@@H](CC1)C(O)(C)C,C10H20O2,172.26,12,0,1.0,1,2,2,50.47,40.46,2.23,1.19,1.7,1.52,1.68,1.66,-1.59,4.41,0.0256,Very soluble,-1.64,3.99,0.0231,Very soluble,-1.36,7.5,0.0436,Soluble,High,Yes,No,No,No,No,No,No,-6.51,0,0,0,0,1,0.55,0,0,1,2.76
Molecule 4,CCCC(C(=O)O[C@@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C)CCC,C17H32NO2,282.44,20,0,0.94,7,2,0,88.76,26.3,0.22,4.18,3.14,-0.52,3.07,2.02,-3.76,0.0488,0.000173,Soluble,-4.44,0.0102,3.620000000000001e-05,Moderately soluble,-4.08,0.0232,8.22e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-5.06,0,0,0,0,0,0.55,0,1,1,4.3
Molecule 5,COc1ccc(cc1/C(=N\CCc1ccc(cc1)S(=O)(=O)N/C(=N\[C@@H]1CC[C@H](CC1)O)/O)/O)Cl,C23H28ClN3O6S,510.0,34,12,0.39,9,8,4,131.31,149.19,3.16,3.67,4.47,2.2,3.08,3.32,-4.98,0.00532,1.04e-05,Moderately soluble,-6.49,0.000164,3.2200000000000005e-07,Poorly soluble,-5.92,0.000609,1.19e-06,Moderately soluble,Low,No,Yes,No,No,No,No,Yes,-6.81,1,2,1,1,0,0.55,0,2,3,4.58
Molecule 6,CCCCNC[C@@H](c1cc(Cl)cc2c1c1ccc(cc1/C/2=C/c1ccc(cc1)Cl)Cl)O,C26H24Cl3NO,472.83,31,18,0.23,7,2,2,133.29,32.26,4.92,7.0,7.21,5.84,8.37,6.67,-7.15,3.35e-05,7.089999999999999e-08,Poorly soluble,-7.49,1.52e-05,3.2200000000000004e-08,Poorly soluble,-10.96,5.14e-09,1.0900000000000001e-11,Insoluble,Low,No,Yes,No,No,No,Yes,Yes,-4.21,1,2,0,1,1,0.55,0,1,2,4.06
Molecule 7,O=C1C(c2ccc(cc2)F)C(=O)c2c1cccc2,C15H9FO2,240.23,18,12,0.07,1,3,0,64.36,34.14,1.94,3.17,3.41,2.51,4.02,3.01,-3.75,0.0423,0.000176,Soluble,-3.56,0.0665,0.000277,Soluble,-5.58,0.0006360000000000001,2.65e-06,Moderately soluble,High,Yes,No,No,No,No,No,No,-5.51,0,0,0,0,0,0.55,1,1,1,2.46
Molecule 8,O=C([C@H]1N2C(=O)[C@H]([C@H]2SC1(C)C)/N=C\N1CCCCCC1)OCOC(=O)C(C)(C)C,C21H33N3O5S,439.57,30,0,0.81,8,6,0,124.17,113.81,3.75,3.1,1.65,2.92,2.41,2.76,-3.99,0.0449,0.000102,Soluble,-5.16,0.00305,6.95e-06,Moderately soluble,-2.65,0.995,0.0022600000000000003,Soluble,High,No,No,No,Yes,No,No,Yes,-6.78,0,0,0,0,0,0.55,0,4,2,5.25
Molecule 9,CCCC[C@H](COC(=O)/C(=C(\c1ccc(cc1)OC)/c1ccccc1)/C#N)CC,C25H29NO3,391.5,29,12,0.36,11,4,0,116.62,59.32,3.92,7.11,5.78,4.05,6.15,5.4,-6.33,0.000184,4.71e-07,Poorly soluble,-8.17,2.62e-06,6.679999999999999e-09,Poorly soluble,-7.68,8.12e-06,2.0699999999999997e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-3.64,0,1,1,0,1,0.55,0,2,3,4.01
Molecule 10,CCCC[C@@H](COC(=O)/C(=C(\c1ccc(cc1)OC)/c1ccccc1)/C#N)CC,C25H29NO3,391.5,29,12,0.36,11,4,0,116.62,59.32,4.51,7.11,5.78,4.05,6.15,5.52,-6.33,0.000184,4.71e-07,Poorly soluble,-8.17,2.62e-06,6.679999999999999e-09,Poorly soluble,-7.68,8.12e-06,2.0699999999999997e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-3.64,0,1,1,0,1,0.55,0,2,3,4.01
Molecule 11,C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=C1CCC(=O)C2,C20H26O2,298.42,22,0,0.75,0,2,1,88.63,37.3,3.01,2.11,3.72,3.73,4.18,3.35,-3.02,0.285,0.000956,Soluble,-2.52,0.893,0.00299,Soluble,-3.62,0.0708,0.00023700000000000001,Soluble,High,Yes,Yes,No,No,Yes,No,No,-6.62,0,0,0,0,0,0.55,0,2,0,5.14
Molecule 12,CCC[C@H]1O[C@@H]2[C@](O1)(C(=O)CO)[C@@]1([C@@H](C2)[C@@H]2C[C@@H](O)C3=CC(=O)C=C[C@@]3([C@H]2[C@H](C1)O)C)C,C25H34O7,446.53,32,0,0.76,4,7,3,116.34,113.29,2.98,1.25,1.69,0.94,2.02,1.78,-3.13,0.32899999999999996,0.0007379999999999999,Soluble,-3.23,0.265,0.000592,Soluble,-2.35,1.99,0.00446,Soluble,High,No,Yes,No,No,No,No,No,-8.14,0,0,0,0,0,0.55,0,0,1,6.21
Molecule 13,COCCOCCCCCC(=O)NCCCC[C@@H](C(=O)O)N,C15H30N2O5,318.41,22,0,0.87,16,6,3,83.87,110.88,2.88,-2.27,0.91,-2.15,1.9,0.26,0.67,1500.0,4.7,Highly soluble,0.48,953.0,2.99,Highly soluble,-3.25,0.18100000000000002,0.0005690000000000001,Soluble,High,No,No,No,No,No,No,No,-9.85,0,0,1,0,2,0.55,0,0,1,3.08
Molecule 14,OCC(C(=O)Nc1c(I)c(C(=O)N(C[C@H](CO)O)C)c(c(c1I)C(=O)N(C[C@H](CO)O)C)I)CO,C20H28I3N3O9,835.16,35,6,0.55,15,9,7,150.51,191.1,1.75,-3.02,-1.3,-0.33,2.09,-0.16,-2.25,4.67,0.0055899999999999995,Soluble,-0.43,310.0,0.371,Very soluble,-3.06,0.726,0.000869,Soluble,Low,No,Yes,No,No,No,No,No,-13.54,3,3,2,1,4,0.17,0,1,2,4.27
Molecule 15,C#C[C@@]1(O)CC[C@H]2[C@@]1(C)CC[C@@H]1[C@H]2CCc2c1ccc(c2)O,C20H24O2,296.4,22,6,0.6,0,2,2,88.84,40.46,2.79,3.67,3.69,3.9,3.94,3.6,-4.19,0.0191,6.43e-05,Moderately soluble,-4.21,0.0183,6.18e-05,Moderately soluble,-4.04,0.0269,9.08e-05,Moderately soluble,High,Yes,Yes,No,No,Yes,Yes,No,-5.5,0,0,0,0,0,0.55,0,1,1,4.01
Molecule 16,CC(=CCC[C@@]1(C)[C@H](CC=C(C)C)C[C@@]2(C(=O)[C@]1(C(=O)C(C)C)C(=C(C2=O)CC=C(C)C)O)CC=C(C)C)C,C35H52O4,536.78,39,0,0.63,11,4,1,165.15,71.44,5.34,10.18,8.99,4.57,9.62,7.74,-8.86,7.49e-07,1.3900000000000002e-09,Poorly soluble,-11.62,1.3e-09,2.4300000000000003e-12,Insoluble,-7.7,1.06e-05,1.98e-08,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.35,2,4,1,1,1,0.56,0,2,3,7.28
Molecule 17,O[C@H]1CC[C@@H](O)[C@@H](O)CC(=O)C[C@@H](O)[C@@H](C(=O)O)[C@@H](O)C[C@H](/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H]([C@H]([C@H]([C@H](OC(=O)C[C@H](C[C@H](C1)O)O)C)C)O)C)O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@@H]1O)N)O,C47H75NO17,926.09,65,0,0.68,3,18,12,240.72,327.45,4.47,-0.29,0.78,-2.15,-4.12,-0.26,-5.2,0.00583,6.29e-06,Moderately soluble,-6.13,0.000692,7.47e-07,Poorly soluble,2.37,218000.0,235.0,Soluble,Low,No,Yes,No,No,No,No,No,-12.16,3,3,1,1,4,0.17,0,0,1,10.0
Molecule 18,O[C@H]1CC[C@@H](O)[C@@H](O)CC(=O)C[C@@H](O)[C@@H](C(=O)O)[C@@H](O)C[C@H](/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H]([C@@H]([C@H]([C@H](OC(=O)C[C@H](C[C@H](C1)O)O)C)C)O)C)O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@@H]1O)N)O,C47H75NO17,926.09,65,0,0.68,3,18,12,240.72,327.45,4.15,-0.29,0.78,-2.15,-4.12,-0.33,-5.2,0.00583,6.29e-06,Moderately soluble,-6.13,0.000692,7.47e-07,Poorly soluble,2.37,218000.0,235.0,Soluble,Low,No,Yes,No,No,No,No,No,-12.16,3,3,1,1,4,0.17,0,0,1,10.0
Molecule 19,COC(=O)[C@@H]1CC2=CC(=O)CC[C@@]2([C@@]23[C@H]1[C@@H]1CC[C@]4([C@@]1(C)C[C@@H]3O2)CCC(=O)O4)C,C24H30O6,414.49,30,0,0.79,2,6,0,107.73,82.2,2.91,1.39,3.12,2.75,3.86,2.81,-3.15,0.29100000000000004,0.0007019999999999999,Soluble,-2.72,0.79,0.0019100000000000002,Soluble,-4.22,0.025,6.0299999999999995e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.84,0,0,0,0,0,0.55,0,2,1,6.32
Molecule 20,Clc1ccccc1C[N+]1([O-])CCc2c(C1)ccs2,C14H14ClNOS,279.79,18,11,0.29,2,1,0,81.43,57.67,1.85,3.16,3.29,1.56,4.06,2.78,-3.89,0.0364,0.00013000000000000002,Soluble,-4.04,0.0254,9.09e-05,Moderately soluble,-5.51,0.0008609999999999999,3.08e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,No,No,-5.76,0,0,0,0,0,0.55,0,1,0,2.77
Molecule 21,OC[C@H](c1ccccc1)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C(C)C,C20H30NO3,332.46,24,6,0.65,6,3,1,99.99,46.53,-0.6,2.65,2.47,-0.97,2.7,1.25,-3.36,0.145,0.000437,Soluble,-3.28,0.175,0.0005269999999999999,Soluble,-4.45,0.0118,3.5600000000000005e-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-6.45,0,0,0,0,0,0.55,0,1,0,4.7
Molecule 22,CC(=CCC[C@]1(C)[C@H](CC=C(C)C)C[C@@]2(C(=O)[C@]1(C(=O)C(C)C)C(=C(C2=O)CC=C(C)C)O)CC=C(C)C)C,C35H52O4,536.78,39,0,0.63,11,4,1,165.15,71.44,5.34,10.18,8.99,4.57,9.62,7.74,-8.86,7.49e-07,1.3900000000000002e-09,Poorly soluble,-11.62,1.3e-09,2.4300000000000003e-12,Insoluble,-7.7,1.06e-05,1.98e-08,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.35,2,4,1,1,1,0.56,0,2,3,7.28
Molecule 23,COC(=O)[C@H]1[C@H]2C[C@H](c3cc4[nH]c5c(c4cc3OC)CCN3[C@@H]4[C@]5(C[C@H](C[C@@H]4CC)C3)C(=O)OC)c3c(C[C@H]1N(C/C/2=C/C)C)c1ccccc1[nH]3,C43H52N4O5,704.9,52,18,0.53,7,7,2,211.78,99.89,5.59,6.07,5.73,4.01,6.89,5.66,-7.83,1.05e-05,1.48e-08,Poorly soluble,-7.95,7.95e-06,1.1299999999999999e-08,Poorly soluble,-9.87,9.55e-08,1.36e-10,Poorly soluble,High,No,No,No,No,No,No,Yes,-6.29,1,4,0,0,3,0.55,0,2,2,7.99
Molecule 24,CN(C[C@H]1CCCC[C@@]1(O)c1cccc(c1)O[C@H]1O[C@@H](C(=O)O)[C@@H]([C@H]([C@@H]1O)O)O)C,C21H31NO8,425.47,30,6,0.67,6,9,5,106.45,139.92,2.05,-1.62,-0.21,-0.39,-0.35,-0.11,-1.21,26.3,0.0618,Very soluble,-0.81,66.1,0.155,Very soluble,-1.03,39.9,0.0938,Soluble,Low,No,No,No,No,No,No,No,-10.05,0,0,0,1,0,0.55,0,0,1,5.05
Molecule 25,CN(C[C@@H]1CCCC[C@]1(O)c1cccc(c1)O[C@H]1O[C@@H](C(=O)O)[C@@H]([C@H]([C@@H]1O)O)O)C,C21H31NO8,425.47,30,6,0.67,6,9,5,106.45,139.92,2.32,-1.62,-0.21,-0.39,-0.35,-0.05,-1.21,26.3,0.0618,Very soluble,-0.81,66.1,0.155,Very soluble,-1.03,39.9,0.0938,Soluble,Low,No,No,No,No,No,No,No,-10.05,0,0,0,1,0,0.55,0,0,1,5.05
Molecule 26,O=C1NC(=O)[C@@H](S1)Cc1ccc(cc1)OCCN(c1ccc(cn1)O[C@@H]1O[C@@H](C(=O)O)[C@@H]([C@H]([C@@H]1O)O)O)C,C24H27N3O10S,549.55,38,12,0.42,10,11,5,136.39,213.28,1.79,1.2,-0.62,-1.03,-0.47,0.17,-3.58,0.146,0.000265,Soluble,-5.28,0.00292,5.3e-06,Moderately soluble,-2.89,0.71,0.0012900000000000001,Soluble,Low,No,Yes,No,No,No,No,No,-8.8,2,3,1,1,2,0.11,0,1,2,5.43
Molecule 27,O=C1NC(=O)[C@H](S1)Cc1ccc(cc1)OCCN(c1ccc(cn1)O[C@@H]1O[C@@H](C(=O)O)[C@@H]([C@H]([C@@H]1O)O)O)C,C24H27N3O10S,549.55,38,12,0.42,10,11,5,136.39,213.28,2.13,1.2,-0.62,-1.03,-0.47,0.24,-3.58,0.146,0.000265,Soluble,-5.28,0.00292,5.3e-06,Moderately soluble,-2.89,0.71,0.0012900000000000001,Soluble,Low,No,Yes,No,No,No,No,No,-8.8,2,3,1,1,2,0.11,0,1,2,5.43
Molecule 28,CO[C@H]1C=CO[C@@]2(C)Oc3c(C2=O)c2C4=NC5(NC4=C(C(=O)c2c(c3C)O)NC(=O)C(=CC=C[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]1C)OC(=O)C)C)O)C)O)C)C)CCN(CC5)CC(C)C,C46H62N4O11,847.0,61,6,0.59,5,13,5,244.75,205.55,5.25,6.34,3.09,0.6,3.72,3.8,-8.83,1.26e-06,1.4800000000000005e-09,Poorly soluble,-10.45,3.03e-08,3.5700000000000003e-11,Insoluble,-6.9,0.00010700000000000001,1.2699999999999999e-07,Poorly soluble,Low,No,Yes,No,No,No,No,No,-6.97,2,3,1,1,4,0.17,1,0,2,10.0
Molecule 29,OCCO[C@@H]1CC[C@H](C[C@H]1OC)C[C@H]([C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](OC)C(=CC=CC=C[C@H](C[C@H](C(=O)[C@@H]([C@@H](C(=C[C@H](C(=O)C1)C)C)O)OC)C)C)C)C,C53H83NO14,958.22,68,0,0.75,9,14,3,264.38,204.66,5.66,5.87,5.82,0.57,4.06,4.39,-8.89,1.25e-06,1.3e-09,Poorly soluble,-9.94,1.1e-07,1.15e-10,Poorly soluble,-6.06,0.00084,8.77e-07,Poorly soluble,Low,No,Yes,No,No,No,No,No,-7.98,2,4,1,1,4,0.17,0,2,3,10.0
Molecule 30,C[C@@H](C[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C)Cc1cc(C)cc(c1O)n1nc2c(n1)cccc2,C24H39N3O3Si3,501.84,33,15,0.5,9,5,1,144.66,69.4,5.77,8.09,6.39,2.69,0.85,4.76,-7.79,8.13e-06,1.62e-08,Poorly soluble,-9.4,1.98e-07,3.95e-10,Poorly soluble,-7.61,1.23e-05,2.45e-08,Poorly soluble,High,No,No,No,No,No,No,No,-3.62,1,4,0,1,1,0.55,0,1,3,4.65
Molecule 31,OO[BH]=O,BH2O3,60.83,4,0,0.5,1,5,1,11.55,46.53,5.77,8.09,6.39,2.69,0.85,4.76,-7.79,8.13e-06,1.62e-08,Poorly soluble,-9.4,1.98e-07,3.95e-10,Poorly soluble,-7.61,1.23e-05,2.45e-08,Poorly soluble,High,No,No,No,No,No,No,No,-3.62,1,4,0,1,1,0.55,0,1,3,4.65
Molecule 32,CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@]1(C)C[C@@H](O)[C@]1([C@H]2C[C@@H](C2=CC(=O)C=C[C@]12C)F)F)C(=O)CCl,C25H31ClF2O5,484.96,33,0,0.72,5,7,1,120.19,80.67,2.07,3.75,4.89,3.28,4.63,3.73,-4.88,0.0064,1.32e-05,Moderately soluble,-5.14,0.0035399999999999997,7.299999999999999e-06,Moderately soluble,-5.0,0.0048200000000000005,9.93e-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-6.6,0,1,0,0,0,0.55,0,1,2,5.82
Molecule 33,OC[C@H]([C@]1(O)C[C@H](O[C@@H]2C[C@H](N)[C@@H]([C@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC)O,C27H31NO11,545.54,39,12,0.48,5,12,7,133.62,209.23,2.3,1.29,-0.53,-2.03,0.85,0.38,-3.93,0.0637,0.000117,Soluble,-5.28,0.0028399999999999996,5.2e-06,Moderately soluble,-2.98,0.565,0.0010400000000000001,Soluble,Low,No,Yes,No,No,No,No,No,-8.71,3,3,1,1,3,0.17,1,1,1,5.98
Molecule 34,OC[C@H]([C@]1(O)C[C@H](O[C@@H]2C[C@H](N)[C@@H]([C@@H](O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC)O,C27H31NO11,545.54,39,12,0.48,5,12,7,133.62,209.23,2.24,1.29,-0.53,-2.03,0.85,0.36,-3.93,0.0637,0.000117,Soluble,-5.28,0.0028399999999999996,5.2e-06,Moderately soluble,-2.98,0.565,0.0010400000000000001,Soluble,Low,No,Yes,No,No,No,No,No,-8.71,3,3,1,1,3,0.17,1,1,1,5.98
Molecule 35,C#C[C@@]1(O)CC[C@H]2[C@@]1(C)CC[C@H]1[C@H]2CCc2c1ccc(c2)O,C20H24O2,296.4,22,6,0.6,0,2,2,88.84,40.46,2.73,3.67,3.69,3.9,3.94,3.59,-4.19,0.0191,6.43e-05,Moderately soluble,-4.21,0.0183,6.18e-05,Moderately soluble,-4.04,0.0269,9.08e-05,Moderately soluble,High,Yes,Yes,No,No,Yes,Yes,No,-5.5,0,0,0,0,0,0.55,0,1,1,4.01
Molecule 36,C#C[C@]1(O)CC[C@H]2[C@@]1(C)CC[C@H]1[C@H]2CCc2c1cc(O)c(c2)O,C20H24O3,312.4,23,6,0.6,0,3,3,90.86,60.69,2.68,3.31,3.4,3.29,3.45,3.22,-4.06,0.0275,8.809999999999999e-05,Moderately soluble,-4.26,0.0171,5.4899999999999986e-05,Moderately soluble,-3.46,0.109,0.000348,Soluble,High,Yes,Yes,No,No,Yes,Yes,No,-5.86,0,0,0,0,0,0.55,1,2,0,4.06
Molecule 37,CCC[C@@H](C(=O)OCC)N[C@H](C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O[C@@H]1O[C@@H](C(=O)O)[C@@H]([C@H]([C@@H]1O)O)O)C,C25H40N2O11,544.59,38,0,0.84,13,12,5,134.67,192.16,2.69,-1.07,-1.09,-0.82,-0.68,-0.19,-1.68,11.3,0.0207,Very soluble,-2.48,1.82,0.0033399999999999997,Soluble,0.01,559.0,1.03,Soluble,Low,No,No,No,No,No,No,No,-10.38,2,4,2,1,2,0.17,0,1,2,6.11
Molecule 38,CO[C@H]1C=CO[C@@]2(C)Oc3c(C2=O)c2c(O)c(/C=N/N4CCN(CC4)C4CCCC4)c(c(c2c(c3C)O)O)NC(=O)C(=CC=C[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]1C)OC(=O)C)C)O)C)O)C)C,C47H64N4O12,877.03,63,10,0.57,6,14,6,251.34,220.15,5.49,6.73,4.32,0.8,2.95,4.06,-9.24,5.06e-07,5.77e-10,Poorly soluble,-11.16,6.09e-09,6.95e-12,Insoluble,-5.42,0.00335,3.82e-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-6.87,3,3,1,1,5,0.17,3,3,2,9.71
Molecule 39,OS(=O)(=O)OC[C@@]1(O[C@@H]2O[C@H](COS(=O)(=O)O)[C@H]([C@@H]([C@H]2OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)O[C@@H]([C@H]([C@@H]1OS(=O)(=O)O)OS(=O)(=O)O)COS(=O)(=O)O,C12H22O35S8,982.8,55,0,1.0,21,35,8,151.83,603.53,-1.86,-8.6,1.87,-6.46,-15.33,-6.08,0.87,7300.0,7.42,Highly soluble,-3.3,0.491,0.0005,Soluble,7.23,16500000000.0,16800000.0,Soluble,Low,No,Yes,No,No,No,No,No,-18.4,3,3,2,1,6,0.11,0,1,2,6.75
Molecule 40,CO/N=C/1\C[C@]2(C[C@@H]3C[C@H](O2)CC=C(C)C[C@@H](C)C=CC=C2[C@]4([C@H](C(=O)O3)C=C(C)[C@H]([C@H]4OC2)O)O)O[C@@H]([C@H]1C)/C(=C/C(C)C)/C,C37H53NO8,639.82,46,0,0.68,3,9,2,178.74,116.04,5.34,6.49,5.73,3.03,4.16,4.95,-7.7,1.28e-05,2.0099999999999998e-08,Poorly soluble,-8.72,1.21e-06,1.89e-09,Poorly soluble,-4.37,0.0272,4.2499999999999996e-05,Moderately soluble,Low,No,Yes,No,No,No,No,No,-5.59,1,4,0,0,2,0.55,0,3,2,9.5
